algorithm,operation,size,reps,trim_pct,trim_wall_s_raw,std_wall_s_raw,trim_cpu_s_raw,std_cpu_s_raw,trim_wall_s_base,std_wall_s_base,trim_cpu_s_base,std_cpu_s_base,net_wall_s,std_net_wall_s,net_cpu_s,std_net_cpu_s,trim_mem_mb,std_mem_mb
sphincssha2256ssimple,sign,100000000,100,15,1.032046054,0.000491300,1.027446971,0.000520981,0.082595184,0.000238779,0.078646357,0.000211140,0.949450870,0.000546252,0.948800614,0.000562140,310.898278400,0.028172830
sphincssha2256ssimple,sign,1000000000,100,15,6.323944572,0.002745342,6.318380886,0.002718578,0.602820174,0.000651133,0.598654257,0.000596210,5.721124398,0.002821503,5.719726629,0.002783188,3016.200074971,0.021561836
sphincssha2256ssimple,verify,10000000,100,15,0.068574566,0.000200073,0.064326443,0.000110288,0.033749958,0.000152255,0.029813557,0.000075675,0.034824608,0.000251418,0.034512886,0.000133754,40.143784229,0.027240589
sphincssha2256ssimple,verify,100000000,100,15,0.422160302,0.000388341,0.417892257,0.000356851,0.082817020,0.000284013,0.078906914,0.000261403,0.339343282,0.000481115,0.338985343,0.000442351,310.671594057,0.023890046
sphincssha2256ssimple,verify,1000000000,100,15,3.858948988,0.001587891,3.853711729,0.001616037,0.602930541,0.000593433,0.598748586,0.000574248,3.256018447,0.001695158,3.254963143,0.001715032,3015.986439314,0.024109320
sphincssha2256ssimple,all,10000000,100,15,0.538330582,0.000386621,0.534631386,0.000400354,0.014795337,0.000116312,0.011543000,0.000054821,0.523535245,0.000403738,0.523088386,0.000404090,40.480065829,0.005956989
sphincssha2256ssimple,all,100000000,100,15,1.374771357,0.000652070,1.370072129,0.000671788,0.063998807,0.000236542,0.060472186,0.000209733,1.310772550,0.000693648,1.309599943,0.000703766,310.937073371,0.060798192
sphincssha2256ssimple,all,1000000000,100,15,9.588725898,0.004007939,9.582651743,0.003978616,0.584258182,0.000573791,0.580572171,0.000579031,9.004467716,0.004048804,9.002079572,0.004020530,3016.265318400,0.027313974
sphincssha2256fsimple,keygen,-,100,15,0.013875632,0.000095455,0.010531971,0.000052008,0.009255908,0.000104835,0.006144129,0.000052029,0.004619724,0.000141782,0.004387842,0.000073565,9.973174857,0.026630033
sphincssha2256fsimple,sign,10000000,100,15,0.129449720,0.000154419,0.125072129,0.000123405,0.033508781,0.000157378,0.029647429,0.000091033,0.095940939,0.000220484,0.095424700,0.000153349,40.356600686,0.009575367
sphincssha2256fsimple,sign,100000000,100,15,0.668727185,0.000429564,0.664371171,0.000374943,0.082581509,0.000254153,0.078671443,0.000226286,0.586145676,0.000499118,0.585699728,0.000437936,310.905241600,0.035900965
sphincssha2256fsimple,sign,1000000000,100,15,5.960968723,0.001798643,5.955380000,0.001813187,0.602938547,0.000566777,0.598763729,0.000539641,5.358030176,0.001885829,5.356616271,0.001891787,3016.217921829,0.020411252
sphincssha2256fsimple,verify,10000000,100,15,0.069363041,0.000161375,0.065094529,0.000103117,0.033886454,0.000152818,0.029959114,0.000097890,0.035476587,0.000222250,0.035135415,0.000142181,40.216868571,0.063983737
sphincssha2256fsimple,verify,100000000,100,15,0.422980981,0.000361250,0.418648471,0.000375409,0.083036155,0.000240744,0.079069771,0.000230764,0.339944826,0.000434119,0.339578700,0.000440663,310.734496914,0.056151749
sphincssha2256fsimple,verify,1000000000,100,15,3.860702711,0.002151712,3.855452400,0.002154272,0.602990427,0.000542019,0.598859600,0.000510883,3.257712284,0.002218930,3.256592800,0.002214021,3016.020085029,0.028223087
sphincssha2256fsimple,all,10000000,100,15,0.147255594,0.000163141,0.143573014,0.000138769,0.014677374,0.000105380,0.011542729,0.000061271,0.132578220,0.000194216,0.132030285,0.000151694,40.479539200,0.020796333
sphincssha2256fsimple,all,100000000,100,15,0.984209222,0.000629406,0.979581471,0.000661725,0.064057526,0.000263207,0.060558229,0.000212511,0.920151696,0.000682224,0.919023242,0.000695011,310.958255543,0.050415444
sphincssha2256fsimple,all,1000000000,100,15,9.197607806,0.003245840,9.191623786,0.003292700,0.584068590,0.000527358,0.580274743,0.000506787,8.613539216,0.003288401,8.611349043,0.003331472,3016.255312457,0.035336363
sphincssha2192ssimple,keygen,-,100,15,0.058476291,0.000125268,0.054932714,0.000058594,0.009328607,0.000114924,0.006125071,0.000051798,0.049147684,0.000169999,0.048807643,0.000078207,9.998218971,0.059102040
sphincssha2192ssimple,sign,10000000,100,15,0.538921597,0.000326879,0.534510914,0.000275237,0.033415589,0.000156665,0.029600000,0.000081879,0.505506008,0.000362483,0.504910914,0.000287158,40.354552686,0.010854772
sphincssha2192ssimple,sign,100000000,100,15,1.079430333,0.000686539,1.074771200,0.000688643,0.082579992,0.000271404,0.078608957,0.000229258,0.996850341,0.000738238,0.996162243,0.000725802,310.903427657,0.033244157
sphincssha2192ssimple,sign,1000000000,100,15,6.378985654,0.003206751,6.373350329,0.003253774,0.602678300,0.000493231,0.598535043,0.000453897,5.776307354,0.003244461,5.774815286,0.003285280,3016.204873143,0.013034139
sphincssha2192ssimple,verify,10000000,100,15,0.068344229,0.000159720,0.064039514,0.000090084,0.033588496,0.000163525,0.029722929,0.000089074,0.034755733,0.000228585,0.034316585,0.000126686,40.115346286,0.017008647
sphincssha2192ssimple,verify,100000000,100,15,0.421618062,0.000402071,0.417247929,0.000360280,0.082721255,0.000228939,0.078766357,0.000225102,0.338896807,0.000462681,0.338481572,0.000424821,310.659306057,0.037232420
sphincssha2192ssimple,verify,1000000000,100,15,3.857953122,0.002118179,3.852679571,0.002085627,0.602748662,0.000468822,0.598663929,0.000428282,3.255204460,0.002169441,3.254015642,0.002129147,3015.973215086,0.015174053
sphincssha2192ssimple,all,10000000,100,15,0.599935155,0.000256412,0.596185300,0.000256495,0.014791932,0.000123535,0.011556000,0.000056165,0.585143223,0.000284619,0.584629300,0.000262572,40.462570057,0.005385222
sphincssha2192ssimple,all,100000000,100,15,1.437328366,0.000733068,1.432565429,0.000742019,0.064053368,0.000234120,0.060493186,0.000199537,1.373274998,0.000769546,1.372072243,0.000768380,310.914837943,0.054917691
sphincssha2192ssimple,all,1000000000,100,15,9.656725659,0.004556589,9.650670543,0.004572117,0.584463336,0.000539210,0.580703286,0.000570135,9.072262323,0.004588382,9.069967257,0.004607527,3016.223071086,0.035134916
sphincssha2192fsimple,keygen,-,100,15,0.012683288,0.000105589,0.009324371,0.000054158,0.009280983,0.000102181,0.006120571,0.000038206,0.003402305,0.000146935,0.003203800,0.000066278,9.967498971,0.024002613
sphincssha2192fsimple,sign,10000000,100,15,0.108335659,0.000188739,0.104013386,0.000118039,0.033595440,0.000178471,0.029658843,0.000093640,0.074740219,0.000259758,0.074354543,0.000150671,40.350807771,0.009431542
sphincssha2192fsimple,sign,100000000,100,15,0.648314572,0.000564520,0.643879471,0.000519465,0.082611164,0.000253549,0.078691614,0.000223268,0.565703408,0.000618846,0.565187857,0.000565414,310.891373714,0.021515154
sphincssha2192fsimple,sign,1000000000,100,15,5.947681451,0.003100648,5.942086043,0.003147989,0.602992752,0.000516188,0.598822043,0.000515300,5.344688699,0.003143321,5.343264000,0.003189885,3016.213767314,0.024492239
sphincssha2192fsimple,verify,10000000,100,15,0.069180391,0.000183269,0.064991100,0.000099372,0.033837163,0.000161306,0.029880771,0.000083229,0.035343228,0.000244146,0.035110329,0.000129622,40.156247771,0.030557682
sphincssha2192fsimple,verify,100000000,100,15,0.422796503,0.000360181,0.418427171,0.000342200,0.082858052,0.000280958,0.078975514,0.000232752,0.339938451,0.000456802,0.339451657,0.000413853,310.680254171,0.029682201
sphincssha2192fsimple,verify,1000000000,100,15,3.858162369,0.002583186,3.852921257,0.002593869,0.603154730,0.000765744,0.598933229,0.000757686,3.255007639,0.002694293,3.253988028,0.002702267,3015.991120457,0.011822157
sphincssha2192fsimple,all,10000000,100,15,0.125035357,0.000129144,0.121371729,0.000102852,0.014752618,0.000103954,0.011563029,0.000066229,0.110282739,0.000165785,0.109808700,0.000122331,40.454729143,0.030091539
sphincssha2192fsimple,all,100000000,100,15,0.962653654,0.000897408,0.957887843,0.000838712,0.064102773,0.000197156,0.060501371,0.000168874,0.898550881,0.000918810,0.897386472,0.000855544,310.915072000,0.059151505
sphincssha2192fsimple,all,1000000000,100,15,9.179343951,0.004472719,9.173358000,0.004463880,0.584247014,0.000702522,0.580462371,0.000680900,8.595096937,0.004527555,8.592895629,0.004515512,3016.238635886,0.036538228
sphincssha2128ssimple,keygen,-,100,15,0.043367705,0.000124491,0.039927629,0.000074164,0.009301776,0.000098716,0.006128400,0.000048935,0.034065929,0.000158880,0.033799229,0.000088853,9.728936229,0.048163428
sphincssha2128ssimple,sign,10000000,100,15,0.304270874,0.000232333,0.299920686,0.000190498,0.033539138,0.000127837,0.029659186,0.000086316,0.270731736,0.000265181,0.270261500,0.000209141,40.114293029,0.043925932
sphincssha2128ssimple,sign,100000000,100,15,0.633834499,0.000424911,0.629428400,0.000394698,0.082506527,0.000256560,0.078658529,0.000226282,0.551327972,0.000496359,0.550769871,0.000454962,310.625543314,0.025109834
sphincssha2128ssimple,sign,1000000000,100,15,3.837208818,0.001754927,3.831971100,0.001786936,0.602832533,0.000623967,0.598658300,0.000612517,3.234376285,0.001862553,3.233312800,0.001888999,3015.935297829,0.020847164
sphincssha2128ssimple,verify,10000000,100,15,0.056208975,0.000153739,0.052083914,0.000100659,0.033612959,0.000138872,0.029729200,0.000089514,0.022596016,0.000207174,0.022354714,0.000134703,39.854840686,0.040351726
sphincssha2128ssimple,verify,100000000,100,15,0.305009578,0.000378951,0.300811414,0.000307887,0.082760902,0.000229068,0.078776071,0.000216722,0.222248676,0.000442805,0.222035343,0.000376514,310.390959543,0.034449591
sphincssha2128ssimple,verify,1000000000,100,15,2.695761093,0.002648642,2.690791243,0.002628403,0.603132307,0.000740111,0.599039500,0.000751482,2.092628786,0.002750103,2.091751743,0.002733720,3015.693633829,0.022453629
sphincssha2128ssimple,all,10000000,100,15,0.338943270,0.000203455,0.335285471,0.000186070,0.014809530,0.000083592,0.011556757,0.000067466,0.324133740,0.000219958,0.323728714,0.000197923,40.185797486,0.012886685
sphincssha2128ssimple,all,100000000,100,15,0.860925069,0.000491882,0.856461657,0.000432376,0.064033172,0.000165752,0.060477929,0.000169242,0.796891897,0.000519058,0.795983728,0.000464319,310.616473600,0.047245868
sphincssha2128ssimple,all,1000000000,100,15,5.938268729,0.003670269,5.932696929,0.003715915,0.584267109,0.000617792,0.580566943,0.000631673,5.354001620,0.003721900,5.352129986,0.003769222,3015.939042743,0.039824899
sphincssha2128fsimple,keygen,-,100,15,0.012327678,0.000112946,0.009019700,0.000049568,0.009256811,0.000119122,0.006123329,0.000055974,0.003070867,0.000164155,0.002896371,0.000074767,9.705764571,0.024102188
sphincssha2128fsimple,sign,10000000,100,15,0.076702365,0.000179997,0.072546971,0.000109507,0.033603705,0.000157887,0.029684871,0.000094965,0.043098660,0.000239431,0.042862100,0.000144949,40.109845943,0.040051389
sphincssha2128fsimple,sign,100000000,100,15,0.407020042,0.000442904,0.402755014,0.000385334,0.082676697,0.000295459,0.078737271,0.000245652,0.324343345,0.000532410,0.324017743,0.000456976,310.615771429,0.020322938
sphincssha2128fsimple,sign,1000000000,100,15,3.609713077,0.001753011,3.604451100,0.001805402,0.602782142,0.000593217,0.598656800,0.000576126,3.006930935,0.001850663,3.005794300,0.001895098,3015.928744229,0.033187459
sphincssha2128fsimple,verify,10000000,100,15,0.056860577,0.000156020,0.052668443,0.000086837,0.033684168,0.000177515,0.029790257,0.000081493,0.023176409,0.000236334,0.022878186,0.000119087,39.868006400,0.032778387
sphincssha2128fsimple,verify,100000000,100,15,0.305785887,0.000385525,0.301498986,0.000337993,0.082681075,0.000202208,0.078764500,0.000175127,0.223104812,0.000435336,0.222734486,0.000380669,310.389789257,0.028933155
sphincssha2128fsimple,verify,1000000000,100,15,2.696532914,0.002491547,2.691563786,0.002464301,0.603106259,0.000748907,0.599008043,0.000695581,2.093426655,0.002601666,2.092555743,0.002560588,3015.704517486,0.018640108
sphincssha2128fsimple,all,10000000,100,15,0.081061090,0.000153918,0.077509086,0.000103778,0.014768434,0.000128323,0.011562686,0.000065222,0.066292656,0.000200393,0.065946400,0.000122572,40.167306971,0.029910690
sphincssha2128fsimple,all,100000000,100,15,0.604102982,0.000601244,0.599820557,0.000591854,0.063999322,0.000199585,0.060535000,0.000166700,0.540103660,0.000633505,0.539285557,0.000614882,310.646198857,0.048374314
sphincssha2128fsimple,all,1000000000,100,15,5.684528130,0.004022055,5.678960500,0.003958353,0.584431854,0.000554033,0.580648814,0.000536880,5.100096276,0.004060034,5.098311686,0.003994596,3015.957240686,0.034421883
mldsa87,keygen,-,100,15,0.012021151,0.000104102,0.008564914,0.000061509,0.009300709,0.000091007,0.006124343,0.000043357,0.002720442,0.000138273,0.002440571,0.000075254,9.971243886,0.025539489
mldsa87,sign,10000000,100,15,0.087131022,0.000193664,0.082538486,0.000116204,0.033671235,0.000148655,0.029816000,0.000090428,0.053459787,0.000244139,0.052722486,0.000147243,40.672694857,0.042327932
mldsa87,sign,100000000,100,15,0.608286572,0.000402585,0.603460500,0.000391732,0.082756062,0.000219910,0.078818543,0.000212041,0.525530510,0.000458732,0.524641957,0.000445438,311.185642057,0.023211214
mldsa87,sign,1000000000,100,15,5.720692931,0.001960970,5.714786729,0.001949534,0.602612347,0.000489557,0.598472071,0.000478603,5.118080584,0.002021155,5.116314658,0.002007422,3016.496040229,0.021552499
mldsa87,verify,10000000,100,15,0.084811506,0.000154938,0.080317543,0.000095374,0.033827180,0.000158592,0.029861157,0.000088795,0.050984326,0.000221714,0.050456386,0.000130310,40.401364114,0.027660192
mldsa87,verify,100000000,100,15,0.595302283,0.000599601,0.590682200,0.000563825,0.083023721,0.000349047,0.078930000,0.000313609,0.512278562,0.000693798,0.511752200,0.000645174,310.918407314,0.014863398
mldsa87,verify,1000000000,100,15,5.598533729,0.002218109,5.592809000,0.002223960,0.603069786,0.000617721,0.598891914,0.000635414,4.995463943,0.002302517,4.993917086,0.002312952,3016.236061257,0.023775583
mldsa87,all,10000000,100,15,0.117773004,0.000182621,0.114044914,0.000113558,0.014752368,0.000117111,0.011563700,0.000060146,0.103020636,0.000216946,0.102481214,0.000128503,40.592471771,0.032077475
