algorithm,operation,size,reps,trim_pct,trim_wall_s_raw,std_wall_s_raw,trim_cpu_s_raw,std_cpu_s_raw,trim_wall_s_base,std_wall_s_base,trim_cpu_s_base,std_cpu_s_base,net_wall_s,std_net_wall_s,net_cpu_s,std_net_cpu_s,trim_mem_mb_raw,std_mem_mb_raw,trim_mem_mb_base,std_mem_mb_base,net_mem_mb,std_net_mem_mb
sphincsshake256fsimple,verify,100000,100,15,0.229060289,0.000496021,0.211037057,0.000247181,0.203543359,0.000606427,0.185538471,0.000315043,0.025516930,0.000783448,0.025498586,0.000400438,10.061706971,0.012643415,9.798392686,0.018135010,0.263314285,0.022107341
sphincsshake256fsimple,verify,100000000,100,15,2.120357459,0.002124212,2.100794300,0.001965354,0.433141539,0.000955357,0.414922829,0.000700216,1.687215920,0.002329159,1.685871471,0.002086365,310.247950629,0.040385628,109.781284571,0.088819209,200.466666058,0.097569723
sphincsshake256fsimple,all,256,100,15,0.871193181,0.000989074,0.852871371,0.000389407,0.054149624,0.000582357,0.037759186,0.000177923,0.817043557,0.001147784,0.815112185,0.000428129,9.538764800,0.084527832,8.172807314,0.015397734,1.365957486,0.085918826
sphincsshake256fsimple,all,100000,100,15,0.875260222,0.001018358,0.857011843,0.000459850,0.054792186,0.001099854,0.038001886,0.000234743,0.820468036,0.001498910,0.819009957,0.000516301,9.937188571,0.007088357,8.418742857,0.024487149,1.518445714,0.025492455
sphincsshake256fsimple,all,100000000,100,15,5.491078642,0.004207779,5.468763257,0.003511960,0.284517308,0.000946277,0.267645586,0.000609496,5.206561334,0.004312870,5.201117671,0.003564456,310.274750171,0.019867984,108.549090743,0.039432228,201.725659428,0.044154698
sphincsshake192ssimple,keygen,-,100,15,0.945914673,0.000587436,0.927888271,0.000311267,0.053998501,0.000559041,0.037683257,0.000174284,0.891916172,0.000810930,0.890205014,0.000356738,9.468723200,0.024039343,8.173041371,0.018465561,1.295681829,0.030312818
sphincsshake192ssimple,sign,256,100,15,8.092950081,0.011267724,8.071888457,0.011999504,0.201962634,0.000707817,0.183896786,0.000322308,7.890987447,0.011289934,7.887991671,0.012003832,9.712435200,0.056125143,9.480718629,0.010896771,0.231716571,0.057173169
sphincsshake192ssimple,sign,100000,100,15,8.093511507,0.013360612,8.071925843,0.014022967,0.202407138,0.000713524,0.184390300,0.000356794,7.891104369,0.013379651,7.887535543,0.014027505,10.033854171,0.020279819,9.497102629,0.037560996,0.536751542,0.042686057
sphincsshake192ssimple,sign,100000000,100,15,11.045901080,0.012827196,11.021854900,0.013317911,0.431864852,0.000884002,0.413313657,0.000627380,10.614036228,0.012857621,10.608541243,0.013332680,310.295464229,0.077656421,109.634296686,0.025596549,200.661167543,0.081766149
sphincsshake192ssimple,verify,256,100,15,0.213771452,0.000553224,0.195717329,0.000387689,0.202781185,0.000609758,0.184721071,0.000337080,0.010990267,0.000823324,0.010996258,0.000513737,9.505353143,0.016354823,9.499033600,0.004527403,0.006319543,0.016969903
sphincsshake192ssimple,verify,100000,100,15,0.216431761,0.000630340,0.198286429,0.000341180,0.203130654,0.000697391,0.185181529,0.000448254,0.013301107,0.000940044,0.013104900,0.000563325,9.808281600,0.078023389,9.510560914,0.027935286,0.297720686,0.082873575
sphincsshake192ssimple,verify,100000000,100,15,2.107990895,0.002064172,2.088108643,0.001907250,0.432452941,0.000770548,0.414179843,0.000652918,1.675537954,0.002203304,1.673928800,0.002015913,310.196633600,0.035968625,109.663729371,0.036397170,200.532904229,0.051171242
sphincsshake192ssimple,all,256,100,15,8.839774161,0.013357908,8.819623514,0.013233468,0.054436020,0.000745755,0.037958686,0.000344707,8.785338141,0.013378709,8.781664828,0.013237957,9.586044343,0.086765746,8.171637029,0.012138115,1.414407314,0.087610664
sphincsshake192ssimple,all,100000,100,15,8.847527866,0.013047907,8.826505786,0.013074263,0.054486164,0.000644495,0.038062286,0.000320128,8.793041702,0.013063815,8.788443500,0.013078182,9.939997257,0.004092182,8.427520000,0.003739119,1.512477257,0.005543191
sphincsshake192ssimple,all,100000000,100,15,13.460126985,0.012844645,13.436497586,0.013226502,0.284630873,0.000777885,0.267874314,0.000567635,13.175496112,0.012868178,13.168623272,0.013238677,310.255967086,0.031332202,108.536627200,0.055366201,201.719339886,0.063617003
sphincsshake192fsimple,keygen,-,100,15,0.084465823,0.000709900,0.066606286,0.000305452,0.054334354,0.000745000,0.037769229,0.000286265,0.030131469,0.001029069,0.028837057,0.000418627,9.460472686,0.035383473,8.178717257,0.025195800,1.281755429,0.043437524
sphincsshake192fsimple,sign,256,100,15,0.570162729,0.000708798,0.551380871,0.000349186,0.202231193,0.000850874,0.183934343,0.000289841,0.367931536,0.001107421,0.367446528,0.000453805,9.702195200,0.065422185,9.480894171,0.010218522,0.221301029,0.066215410
sphincsshake192fsimple,sign,100000,100,15,0.572756804,0.000828364,0.553846357,0.000572704,0.202552489,0.000836641,0.184296586,0.000298233,0.370204315,0.001177351,0.369549771,0.000645703,10.011501714,0.016879497,9.483351771,0.014742325,0.528149943,0.022411014
sphincsshake192fsimple,sign,100000000,100,15,3.525273595,0.002153743,3.503748529,0.001899227,0.432875061,0.000917697,0.414476043,0.000541231,3.092398534,0.002341106,3.089272486,0.001974840,310.241689600,0.076213616,109.636110629,0.032132383,200.605578971,0.082710370
sphincsshake192fsimple,verify,256,100,15,0.227067931,0.000493533,0.208947629,0.000298362,0.203490249,0.000558436,0.185538271,0.000284704,0.023577682,0.000745269,0.023409358,0.000412403,9.528992914,0.014585989,9.524311771,0.001834629,0.004681143,0.014700916
sphincsshake192fsimple,verify,100000,100,15,0.229583193,0.000607468,0.211329014,0.000398786,0.203767778,0.000690455,0.185875971,0.000357759,0.025815415,0.000919644,0.025453043,0.000535744,9.851348114,0.088636210,9.544089600,0.038746213,0.307258514,0.096734930
sphincsshake192fsimple,verify,100000000,100,15,2.121741245,0.001850884,2.102360014,0.001832628,0.433783050,0.000899979,0.415513129,0.000537591,1.687958195,0.002058090,1.686846885,0.001909851,310.213719771,0.038526082,109.681166629,0.033401297,200.532553142,0.050989270
sphincsshake192fsimple,all,256,100,15,0.469518412,0.000936331,0.451372300,0.000502894,0.054508211,0.000806646,0.037756957,0.000255250,0.415010201,0.001235878,0.413615343,0.000563964,9.537477486,0.077285511,8.178307657,0.018942834,1.359169829,0.079573118
sphincsshake192fsimple,all,100000,100,15,0.473966669,0.000922788,0.455776957,0.000445293,0.054236510,0.000519806,0.037887886,0.000141803,0.419730159,0.001059120,0.417889071,0.000467326,9.935725714,0.005881879,8.412189257,0.037517367,1.523536457,0.037975641
sphincsshake192fsimple,all,100000000,100,15,5.094472326,0.004304942,5.072940957,0.003873159,0.285094959,0.001066550,0.267933929,0.000570355,4.809377367,0.004435094,4.805007028,0.003914929,310.269717943,0.033126922,108.533057829,0.058309922,201.736660114,0.067062955
sphincsshake128ssimple,keygen,-,100,15,0.666542480,0.001156499,0.648383629,0.001088252,0.054206635,0.000654954,0.037737857,0.000224765,0.612335845,0.001329080,0.610645772,0.001111221,9.472409600,0.013109426,8.175440457,0.020059381,1.296969143,0.023963218
sphincsshake128ssimple,sign,256,100,15,4.738479824,0.008640860,4.718082600,0.008829662,0.201831771,0.000564238,0.183735471,0.000187150,4.536648053,0.008659262,4.534347129,0.008831645,9.708456229,0.057678723,9.483059200,0.015880591,0.225397029,0.059824980
sphincsshake128ssimple,sign,100000,100,15,4.752751000,0.001761503,4.732290086,0.000854050,0.202491450,0.000670031,0.184369057,0.000369964,4.550259550,0.001884631,4.547921029,0.000930739,10.031279543,0.021442055,9.489086171,0.022572170,0.542193372,0.031133014
sphincsshake128ssimple,sign,100000000,100,15,7.704020567,0.003295512,7.681705857,0.002756098,0.431908733,0.001081881,0.413503757,0.000725094,7.272111834,0.003468554,7.268202100,0.002849884,310.251988114,0.084178885,109.647696457,0.046809160,200.604291657,0.096318130
sphincsshake128ssimple,verify,256,100,15,0.211550620,0.000732377,0.193137271,0.000321942,0.202217768,0.000546382,0.184337900,0.000248168,0.009332852,0.000913734,0.008799371,0.000406490,9.491309714,0.011155254,9.491192686,0.011120325,0.000117028,0.015751232
sphincsshake128ssimple,verify,100000,100,15,0.213816328,0.000805259,0.195648929,0.000416759,0.202759583,0.000646849,0.184707814,0.000370704,0.011056745,0.001032887,0.010941115,0.000557772,9.778965943,0.064975732,9.491894857,0.013594480,0.287071086,0.066382646
sphincsshake128ssimple,verify,100000000,100,15,2.106010493,0.002097895,2.086162829,0.001929446,0.432700358,0.000942748,0.414429943,0.000771328,1.673310135,0.002299986,1.671732886,0.002077910,310.185164800,0.035787002,109.637632000,0.028214655,200.547532800,0.045571661
sphincsshake128ssimple,all,256,100,15,5.216656386,0.001461594,5.196906629,0.001235970,0.054369313,0.000583215,0.037876429,0.000270909,5.162287073,0.001573657,5.159030200,0.001265312,9.573814857,0.087830135,8.173450971,0.017006197,1.400363886,0.089461407
sphincsshake128ssimple,all,100000,100,15,5.209032348,0.009357143,5.188040800,0.009543643,0.054499714,0.000622814,0.038016686,0.000288843,5.154532634,0.009377847,5.150024114,0.009548013,9.937481143,0.009720102,8.426876343,0.006034619,1.510604800,0.011441023
sphincsshake128ssimple,all,100000000,100,15,9.824629117,0.008495450,9.801288786,0.008246497,0.283978091,0.000896043,0.266907700,0.000637190,9.540651026,0.008542574,9.534381086,0.008271078,310.261408914,0.030095234,108.533233371,0.059700483,201.728175543,0.066857092
sphincsshake128fsimple,keygen,-,100,15,0.079928323,0.000670133,0.062311129,0.000345334,0.054414859,0.000683398,0.037782614,0.000299607,0.025513464,0.000957137,0.024528515,0.000457187,9.466265600,0.021809873,8.173041371,0.015689143,1.293224229,0.026866704
sphincsshake128fsimple,sign,256,100,15,0.433751022,0.000933366,0.414957414,0.000348581,0.202207012,0.000738144,0.184059629,0.000384028,0.231544010,0.001189970,0.230897785,0.000518639,9.691370057,0.075629091,9.479899429,0.008179270,0.211470628,0.076070098
sphincsshake128fsimple,sign,100000,100,15,0.436687533,0.000924784,0.417705286,0.000439443,0.202485617,0.000765266,0.184391929,0.000372054,0.234201916,0.001200357,0.233313357,0.000575790,10.014602971,0.021220186,9.483410286,0.013966897,0.531192685,0.025404143
sphincsshake128fsimple,sign,100000000,100,15,3.388549717,0.002593754,3.367305500,0.001940279,0.431926938,0.000965859,0.413566829,0.000643110,2.956622779,0.002767751,2.953738671,0.002044082,310.198623086,0.052104377,109.635115886,0.032651241,200.563507200,0.061489590
sphincsshake128fsimple,verify,256,100,15,0.220653696,0.000628691,0.202503429,0.000453348,0.202878777,0.000593867,0.184837529,0.000334882,0.017774919,0.000864830,0.017665900,0.000563623,9.502251886,0.007719593,9.500379429,0.004274440,0.001872457,0.008823999
sphincsshake128fsimple,verify,100000,100,15,0.222813034,0.000703088,0.204513057,0.000464486,0.203270369,0.000692565,0.185235057,0.000415092,0.019542665,0.000986904,0.019278000,0.000622935,9.819984457,0.095181636,9.520683886,0.038765931,0.299300571,0.102773252
sphincsshake128fsimple,verify,100000000,100,15,2.117268222,0.002006614,2.097947529,0.001895151,0.433069932,0.000779575,0.414738814,0.000610248,1.684198290,0.002152728,1.683208715,0.001990980,310.185164800,0.036118387,109.652377600,0.028932856,200.532787200,0.046277943
sphincsshake128fsimple,all,256,100,15,0.322924418,0.000782487,0.305002443,0.000306960,0.054335651,0.000718145,0.037812829,0.000207697,0.268588767,0.001062082,0.267189614,0.000370624,9.527647086,0.074693710,8.174153143,0.017364359,1.353493943,0.076685535
sphincsshake128fsimple,all,100000,100,15,0.327121064,0.000943660,0.308878486,0.000377194,0.054610579,0.000739763,0.037999800,0.000208024,0.272510485,0.001199059,0.270878686,0.000430754,9.930049829,0.016905817,8.419210971,0.025534048,1.510838858,0.030623427
sphincsshake128fsimple,all,100000000,100,15,4.950325660,0.003163353,4.928022914,0.002996115,0.285468006,0.000770613,0.268678886,0.000643067,4.664857654,0.003255863,4.659344028,0.003064350,310.250700800,0.048140344,108.528493714,0.060419971,201.722207086,0.077253256
sphincssha2256ssimple,keygen,-,100,15,0.904461452,0.000975948,0.885955486,0.000595664,0.054086108,0.000581649,0.037740743,0.000230549,0.850375344,0.001136129,0.848214743,0.000638724,9.519455086,0.055107116,8.172339200,0.015477386,1.347115886,0.057239355
sphincssha2256ssimple,sign,256,100,15,10.371831967,0.004998039,10.350097843,0.004541582,0.201492749,0.000846395,0.183292971,0.000361881,10.170339218,0.005069199,10.166804872,0.004555977,9.737888914,0.008026877,9.481186743,0.009269389,0.256702171,0.012261824
sphincssha2256ssimple,sign,100000,100,15,10.372378996,0.003813920,10.350818200,0.003427180,0.201837503,0.000652866,0.183657543,0.000301961,10.170541493,0.003869395,10.167160657,0.003440457,10.076511086,0.047073627,9.495171657,0.034146170,0.581339429,0.058153996
sphincssha2256ssimple,sign,100000000,100,15,12.627515764,0.004292545,12.603714357,0.004304788,0.432465565,0.000916656,0.414084629,0.000618855,12.195050199,0.004389328,12.189629728,0.004349044,310.339466971,0.101680905,109.629030400,0.023557097,200.710436571,0.104374055
sphincssha2256ssimple,verify,256,100,15,0.227442760,0.000555773,0.209302729,0.000370434,0.202538431,0.000584957,0.184575000,0.000344422,0.024904329,0.000806882,0.024727729,0.000505814,9.762698971,0.033009910,9.516412343,0.002192575,0.246286628,0.033082647
sphincssha2256ssimple,verify,100000,100,15,0.229362377,0.000572567,0.210893629,0.000335235,0.202728638,0.000638924,0.184867386,0.000307010,0.026633739,0.000857938,0.026026243,0.000454574,10.036194743,0.012286728,9.534785829,0.035735133,0.501408914,0.037788403
sphincssha2256ssimple,verify,100000000,100,15,1.772495792,0.002390825,1.752747400,0.002323856,0.433520106,0.000571809,0.415418300,0.000494039,1.338975686,0.002458253,1.337329100,0.002375791,310.234609371,0.048101545,109.673325714,0.035905995,200.561283657,0.060024987
sphincssha2256ssimple,all,256,100,15,11.084860191,0.015243693,11.062713714,0.015640986,0.054688050,0.000764199,0.037929957,0.000306950,11.030172141,0.015262836,11.024783757,0.015643998,9.727180800,0.057405873,8.178015086,0.018834796,1.549165714,0.060416751
sphincssha2256ssimple,all,100000,100,15,11.078132491,0.002972266,11.055785543,0.002474624,0.054837635,0.000799082,0.038160914,0.000357528,11.023294856,0.003077807,11.017624629,0.002500318,10.023029029,0.015133789,8.420966400,0.018544118,1.602062629,0.023935661
sphincssha2256ssimple,all,100000000,100,15,14.645401797,0.004131761,14.621135671,0.003819761,0.285744704,0.000864696,0.268666471,0.000596868,14.359657093,0.004221273,14.352469200,0.003866112,310.336248686,0.029795208,108.535749486,0.056792214,201.800499200,0.064133532
sphincssha2256fsimple,keygen,-,100,15,0.123547394,0.000662623,0.105723386,0.000327331,0.054232530,0.000736371,0.037779043,0.000254745,0.069314864,0.000990612,0.067944343,0.000414778,9.478319543,0.005683963,8.178658743,0.027175926,1.299660800,0.027763976
sphincssha2256fsimple,sign,256,100,15,1.259911892,0.000958001,1.240781857,0.000647406,0.201412211,0.000602171,0.183233657,0.000305920,1.058499681,0.001131537,1.057548200,0.000716046,9.757842286,0.030834694,9.479431314,0.006635559,0.278410972,0.031540593
sphincssha2256fsimple,sign,100000,100,15,1.262295017,0.000822985,1.243130300,0.000633543,0.201697806,0.000621128,0.183650057,0.000301256,1.060597211,0.001031069,1.059480243,0.000701521,10.059073829,0.054500301,9.495522743,0.036771118,0.563551086,0.065744946
sphincssha2256fsimple,sign,100000000,100,15,3.518953416,0.002368311,3.497947686,0.001878894,0.433905196,0.001038230,0.415397986,0.000641846,3.085048220,0.002585888,3.082549700,0.001985500,310.394470400,0.043728586,109.628562286,0.023482072,200.765908114,0.049634634
sphincssha2256fsimple,verify,256,100,15,0.243155106,0.000697366,0.224841457,0.000404336,0.203545933,0.000555215,0.185562529,0.000331878,0.039609173,0.000891394,0.039278928,0.000523097,9.801845029,0.012198062,9.550116571,0.014686969,0.251728458,0.019091877
sphincssha2256fsimple,verify,100000,100,15,0.244165790,0.000595551,0.225666771,0.000371248,0.203920243,0.000555632,0.185888314,0.000383441,0.040245547,0.000814499,0.039778457,0.000533715,10.063813486,0.012791996,9.784641829,0.036395834,0.279171657,0.038578386
sphincssha2256fsimple,verify,100000000,100,15,1.788965362,0.001737662,1.769397429,0.001583022,0.434807146,0.000726534,0.416540014,0.000562378,1.354158216,0.001883433,1.352857415,0.001679949,310.314832457,0.081278410,109.776076800,0.081570799,200.538755657,0.115151966
sphincssha2256fsimple,all,256,100,15,1.207006253,0.002171181,1.188252329,0.001991585,0.054241048,0.000660285,0.037850086,0.000292836,1.152765205,0.002269362,1.150402243,0.002012999,9.746958629,0.019440562,8.168009143,0.006842760,1.578949486,0.020609678
sphincssha2256fsimple,all,100000,100,15,1.209467588,0.001033115,1.190733829,0.000664194,0.054586481,0.000688009,0.038033486,0.000216190,1.154881107,0.001241243,1.152700343,0.000698493,10.011911314,0.013093518,8.423950629,0.012399715,1.587960685,0.018033112
sphincssha2256fsimple,all,100000000,100,15,4.778269332,0.003513810,4.755922471,0.003002082,0.286284004,0.000828882,0.269479100,0.000599964,4.491985328,0.003610250,4.486443371,0.003061446,310.327178971,0.035943752,108.532238629,0.055253315,201.794940342,0.065915720
sphincssha2192ssimple,keygen,-,100,15,1.321520518,0.001094581,1.303191114,0.000547837,0.054160574,0.000594987,0.037755843,0.000253755,1.267359944,0.001245840,1.265435271,0.000603752,9.505762743,0.046632214,8.175908571,0.023465795,1.329854172,0.052203514
sphincssha2192ssimple,sign,256,100,15,11.628727619,0.004837331,11.606316600,0.004670931,0.202024679,0.000536794,0.184048457,0.000227938,11.426702940,0.004867024,11.422268143,0.004676489,9.736367543,0.010043664,9.483351771,0.016908693,0.253015772,0.019666700
sphincssha2192ssimple,sign,100000,100,15,11.630630836,0.003990195,11.608236100,0.003649376,0.202687506,0.000721149,0.184597143,0.000387533,11.427943330,0.004054838,11.423638957,0.003669895,10.067792457,0.049802832,9.484053943,0.015957507,0.583738514,0.052296884
sphincssha2192ssimple,sign,100000000,100,15,13.887039730,0.005206747,13.862427143,0.004368506,0.433361663,0.000804399,0.415182257,0.000670840,13.453678067,0.005268517,13.447244886,0.004419714,310.317290057,0.105306416,109.640031086,0.035513455,200.677258971,0.111133464
sphincssha2192ssimple,verify,256,100,15,0.223459652,0.000527089,0.205232757,0.000204968,0.202921989,0.000660002,0.184925757,0.000355593,0.020537663,0.000844645,0.020307000,0.000410437,9.757491200,0.008809816,9.499735771,0.003189672,0.257755429,0.009369465
sphincssha2192ssimple,verify,100000,100,15,0.225117383,0.000624833,0.206783729,0.000375401,0.203485117,0.000804109,0.185373614,0.000437364,0.021632266,0.001018336,0.021410115,0.000576379,10.021917257,0.002459154,9.507050057,0.020626525,0.514867200,0.020772601
sphincssha2192ssimple,verify,100000000,100,15,1.771924763,0.001710678,1.752287643,0.001829343,0.434316896,0.000793141,0.416049271,0.000604895,1.337607867,0.001885601,1.336238372,0.001926757,310.214948571,0.051449645,109.667064686,0.048791002,200.547883885,0.070905767
sphincssha2192ssimple,all,256,100,15,12.742150449,0.005686603,12.720462614,0.005165367,0.054335935,0.000620941,0.037855486,0.000216534,12.687814514,0.005720404,12.682607128,0.005169904,9.743096686,0.045533991,8.167833600,0.006397016,1.575263086,0.045981150
sphincssha2192ssimple,all,100000,100,15,12.744756567,0.004579217,12.722495200,0.004247465,0.054647169,0.000732563,0.038122343,0.000305902,12.690109398,0.004637443,12.684372857,0.004258466,10.011501714,0.019722697,8.427461486,0.005252983,1.584040228,0.020410257
sphincssha2192ssimple,all,100000000,100,15,16.307782045,0.005790469,16.283113586,0.005521235,0.283537877,0.000703783,0.266702586,0.000447204,16.024244168,0.005833082,16.016411000,0.005539317,310.338823314,0.030087558,108.535925029,0.058805083,201.802898285,0.066055272
sphincssha2192fsimple,keygen,-,100,15,0.091380603,0.000569455,0.073648029,0.000178440,0.054081588,0.000590816,0.037734400,0.000192119,0.037299015,0.000820575,0.035913629,0.000262203,9.476154514,0.002677572,8.175147886,0.022036050,1.301006628,0.022198128
sphincssha2192fsimple,sign,256,100,15,0.722617563,0.000633219,0.703826257,0.000379378,0.202177347,0.000697258,0.184120543,0.000278364,0.520440216,0.000941878,0.519705714,0.000470547,9.736016457,0.010745421,9.485341257,0.015908673,0.250675200,0.019197655
sphincssha2192fsimple,sign,100000,100,15,0.725553757,0.000906193,0.706562014,0.000458498,0.202428599,0.000622461,0.184498143,0.000300433,0.523125158,0.001099383,0.522063871,0.000548161,10.028470857,0.037644179,9.497629257,0.033591947,0.530841600,0.050452979
sphincssha2192fsimple,sign,100000000,100,15,2.981507865,0.002085254,2.960815129,0.002210310,0.434815355,0.001036527,0.416233943,0.000726727,2.546692510,0.002328663,2.544581186,0.002326715,310.241514057,0.091357119,109.638802286,0.036074893,200.602711771,0.098221795
sphincssha2192fsimple,verify,256,100,15,0.242942545,0.000680645,0.224465743,0.000420205,0.204167314,0.000664142,0.186047200,0.000417826,0.038775231,0.000950980,0.038418543,0.000592580,9.773699657,0.026724368,9.524721371,0.002432883,0.248978286,0.026834880
sphincssha2192fsimple,verify,100000,100,15,0.243512868,0.000536258,0.225188371,0.000338952,0.204094237,0.000638766,0.186168229,0.000398276,0.039418631,0.000834023,0.039020142,0.000522984,10.046551771,0.007516230,9.550994286,0.048734158,0.495557485,0.049310363
sphincssha2192fsimple,verify,100000000,100,15,1.790277606,0.002058208,1.770468271,0.002155059,0.435392614,0.000765854,0.417061500,0.000494171,1.354884992,0.002196077,1.353406771,0.002210992,310.233790171,0.044797417,109.687135086,0.040100576,200.546655085,0.060123745
sphincssha2192fsimple,all,256,100,15,0.636819145,0.000883547,0.618182057,0.000599769,0.054469413,0.000609166,0.037894857,0.000270995,0.582349732,0.001073191,0.580287200,0.000658150,9.747602286,0.013006881,8.168652800,0.008142879,1.578949486,0.015345535
sphincssha2192fsimple,all,100000,100,15,0.639494782,0.001044371,0.621038943,0.000501892,0.054764588,0.000600079,0.038203400,0.000335270,0.584730194,0.001204494,0.582835543,0.000603574,10.014076343,0.013479525,8.424945371,0.010006937,1.589130972,0.016787983
sphincssha2192fsimple,all,100000000,100,15,4.212085754,0.003594558,4.190577814,0.003468620,0.286404612,0.001010860,0.269520157,0.000710191,3.925681142,0.003733991,3.921057657,0.003540578,310.359712914,0.044217079,108.542478629,0.046236794,201.817234285,0.063976489
sphincssha2128ssimple,keygen,-,100,15,0.937715654,0.001430065,0.919492886,0.001247953,0.054429670,0.000637342,0.037930214,0.000316896,0.883285984,0.001565660,0.881562672,0.001287560,9.514481371,0.051796307,8.172924343,0.018501267,1.341557028,0.055001403
sphincssha2128ssimple,sign,256,100,15,6.804843688,0.002936516,6.783789043,0.002581257,0.202427761,0.000721409,0.184316943,0.000395286,6.602415927,0.003023832,6.599472100,0.002611348,9.735957943,0.010198617,9.480426057,0.009951244,0.255531886,0.014249177
sphincssha2128ssimple,sign,100000,100,15,6.809343330,0.003282085,6.787620571,0.002806830,0.202408421,0.000540969,0.184516514,0.000279147,6.606934909,0.003326369,6.603104057,0.002820677,10.067616914,0.049794566,9.484580571,0.021135225,0.583036343,0.054094330
sphincssha2128ssimple,sign,100000000,100,15,9.823046368,0.003953340,9.799080986,0.003371413,0.433603937,0.000834640,0.415371129,0.000662231,9.389442431,0.004040485,9.383709857,0.003435837,310.313603657,0.104193973,109.630727314,0.026977083,200.682876343,0.107629675
