algorithm,operation,size,reps,trim_pct,trim_wall_s_raw,std_wall_s_raw,trim_cpu_s_raw,std_cpu_s_raw,trim_wall_s_base,std_wall_s_base,trim_cpu_s_base,std_cpu_s_base,net_wall_s,std_net_wall_s,net_cpu_s,std_net_cpu_s,trim_mem_mb_raw,std_mem_mb_raw,trim_mem_mb_base,std_mem_mb_base,net_mem_mb,std_net_mem_mb
sphincsshake256fsimple,keygen,-,100,15,0.014748627,0.000134863,0.011516329,0.000042290,0.008915100,0.000111321,0.005904886,0.000030883,0.005833527,0.000174873,0.005611443,0.000052366,9.449998629,0.027692070,8.399608686,0.027102973,1.050389943,0.038748186
sphincsshake256fsimple,sign,256,100,15,0.099012671,0.000231424,0.095096129,0.000115521,0.027418467,0.000204140,0.023844857,0.000069615,0.071594204,0.000308594,0.071251272,0.000134875,10.234792229,0.038245791,9.675220114,0.008835800,0.559572115,0.039253177
sphincsshake256fsimple,sign,100000,100,15,0.100010028,0.000203262,0.096049900,0.000101859,0.027361470,0.000147366,0.023880657,0.000047634,0.072648558,0.000251062,0.072169243,0.000112447,10.518176914,0.053175999,9.680661943,0.008240407,0.837514971,0.053810698
sphincsshake256fsimple,sign,100000000,100,15,1.023471989,0.000366453,1.018917043,0.000334284,0.079017285,0.000238557,0.075308271,0.000173168,0.944454704,0.000437261,0.943608772,0.000376474,310.842514286,0.054918833,109.812531200,0.019051170,201.029983086,0.058129384
sphincsshake256fsimple,verify,256,100,15,0.030948503,0.000175450,0.027061043,0.000057221,0.027841778,0.000180569,0.024162929,0.000051029,0.003106725,0.000251769,0.002898114,0.000076669,10.021039543,0.028834242,9.746022400,0.006987427,0.275017143,0.029668799
sphincsshake256fsimple,verify,100000,100,15,0.031355278,0.000175164,0.027617343,0.000056169,0.027770442,0.000154729,0.024221200,0.000053580,0.003584836,0.000233717,0.003396143,0.000077626,10.275927771,0.019910166,9.752224914,0.019659104,0.523702857,0.027980262
sphincsshake256fsimple,verify,100000000,100,15,0.577404343,0.000401933,0.573232671,0.000353845,0.079381221,0.000249315,0.075620271,0.000158831,0.498023122,0.000472978,0.497612400,0.000387858,310.665391543,0.035677004,109.905802971,0.038630394,200.759588572,0.052584750
sphincsshake256fsimple,all,256,100,15,0.088153853,0.000151813,0.084725257,0.000074629,0.009021085,0.000114486,0.005959857,0.000036757,0.079132768,0.000190143,0.078765400,0.000083190,10.090905600,0.006015017,8.643320686,0.002008179,1.447584914,0.006341389
sphincsshake256fsimple,all,100000,100,15,0.089578199,0.000166611,0.086127543,0.000086749,0.009037430,0.000110139,0.006010843,0.000031920,0.080540769,0.000199724,0.080116700,0.000092435,10.326776686,0.028303217,8.651454171,0.018264316,1.675322515,0.033684675
sphincsshake256fsimple,all,100000000,100,15,1.505967726,0.000430482,1.501277557,0.000392258,0.060849304,0.000189964,0.057499414,0.000126846,1.445118422,0.000470533,1.443778143,0.000412257,310.607637943,0.054424021,108.756933486,0.056211258,201.850704457,0.078241163
sphincsshake192ssimple,keygen,-,100,15,0.096580001,0.000136573,0.093244771,0.000086634,0.008903544,0.000100191,0.005915614,0.000032095,0.087676457,0.000169382,0.087329157,0.000092388,9.496341943,0.086055949,8.391124114,0.021451772,1.105217829,0.088689373
sphincsshake192ssimple,sign,256,100,15,0.791950206,0.000649479,0.787809457,0.000706997,0.027337418,0.000140305,0.023815500,0.000043254,0.764612788,0.000664461,0.763993957,0.000708319,10.214604800,0.028081627,9.676624457,0.005296446,0.537980343,0.028576741
sphincsshake192ssimple,sign,100000,100,15,0.793075336,0.000759270,0.788935129,0.000706546,0.027448385,0.000166950,0.023902043,0.000047193,0.765626951,0.000777408,0.765033086,0.000708120,10.499393829,0.044656074,9.679316114,0.006180217,0.820077715,0.045081704
sphincsshake192ssimple,sign,100000000,100,15,1.715919483,0.000687261,1.711238043,0.000668883,0.079020114,0.000262882,0.075235614,0.000161047,1.636899369,0.000735822,1.636002429,0.000687998,310.665216000,0.063531550,109.818207086,0.011042431,200.847008914,0.064484053
sphincsshake192ssimple,verify,256,100,15,0.029141889,0.000170646,0.025439300,0.000053858,0.027467062,0.000134410,0.023967086,0.000052871,0.001674827,0.000217224,0.001472214,0.000075472,9.962700800,0.004948233,9.700030171,0.004463658,0.262670629,0.006664027
sphincsshake192ssimple,verify,100000,100,15,0.029709075,0.000182030,0.026054314,0.000049328,0.027613461,0.000159210,0.023996571,0.000049195,0.002095614,0.000241832,0.002057743,0.000069666,10.228999314,0.014620123,9.707520000,0.023668822,0.521479314,0.027820157
sphincsshake192ssimple,verify,100000000,100,15,0.575764240,0.000278447,0.571657643,0.000249569,0.079200350,0.000170014,0.075445157,0.000162598,0.496563890,0.000326248,0.496212486,0.000297864,310.626069943,0.027575175,109.837282743,0.015820545,200.788787200,0.031791192
sphincsshake192ssimple,all,256,100,15,0.861576265,0.000644096,0.857730171,0.000610632,0.009029994,0.000089148,0.005977014,0.000032622,0.852546271,0.000650236,0.851753157,0.000611503,10.051935086,0.007757298,8.641448229,0.026249636,1.410486857,0.027371866
sphincsshake192ssimple,all,100000,100,15,0.862686124,0.000646108,0.858872557,0.000603191,0.009006422,0.000099030,0.006002400,0.000030945,0.853679702,0.000653653,0.852870157,0.000603984,10.347315200,0.006959533,8.653443657,0.020496445,1.693871543,0.021645770
sphincsshake192ssimple,all,100000000,100,15,2.277509733,0.000938306,2.272768414,0.000935433,0.060761513,0.000226815,0.057340857,0.000163616,2.216748220,0.000965331,2.215427557,0.000949634,310.585344000,0.054401071,108.748331886,0.053507843,201.837012114,0.076305739
sphincsshake192fsimple,keygen,-,100,15,0.012585327,0.000100528,0.009378514,0.000045942,0.008989046,0.000099845,0.005925171,0.000028540,0.003596281,0.000141686,0.003453343,0.000054085,9.444673829,0.024555922,8.388373943,0.018710361,1.056299886,0.030871847
sphincsshake192fsimple,sign,256,100,15,0.063768610,0.000171437,0.059922957,0.000075920,0.027316771,0.000148908,0.023820514,0.000054627,0.036451839,0.000227078,0.036102443,0.000093531,10.233563429,0.032927677,9.675805257,0.005342156,0.557758172,0.033358216
sphincsshake192fsimple,sign,100000,100,15,0.064883800,0.000218845,0.060886557,0.000068742,0.027416756,0.000155840,0.023906729,0.000047023,0.037467044,0.000268662,0.036979828,0.000083286,10.510921143,0.049143519,9.679257600,0.005964274,0.831663543,0.049504121
sphincsshake192fsimple,sign,100000000,100,15,0.988432432,0.000473553,0.984014600,0.000456948,0.079040715,0.000180958,0.075286243,0.000149952,0.909391717,0.000506950,0.908728357,0.000480923,310.673700571,0.065466663,109.813525943,0.021548949,200.860174628,0.068921993
sphincsshake192fsimple,verify,256,100,15,0.030611786,0.000180978,0.026927471,0.000062377,0.027658239,0.000163729,0.024082571,0.000057407,0.002953547,0.000244050,0.002844900,0.000084773,9.994649600,0.018386102,9.722031543,0.007066517,0.272618057,0.019697320
sphincsshake192fsimple,verify,100000,100,15,0.031225057,0.000114320,0.027506314,0.000055811,0.027792351,0.000160616,0.024151357,0.000058979,0.003432706,0.000197146,0.003354957,0.000081200,10.249537829,0.006304031,9.725425371,0.004939450,0.524112458,0.008008681
sphincsshake192fsimple,verify,100000000,100,15,0.577488814,0.000344129,0.573346471,0.000281219,0.079343502,0.000208455,0.075643714,0.000168690,0.498145312,0.000402341,0.497702757,0.000327934,310.645262629,0.042503554,109.866656914,0.010998303,200.778605715,0.043903471
sphincsshake192fsimple,all,256,100,15,0.050819185,0.000134576,0.047403671,0.000059626,0.009005172,0.000093402,0.005964157,0.000031559,0.041814013,0.000163813,0.041439514,0.000067463,10.084410514,0.005600234,8.643145143,0.002007314,1.441265371,0.005949112
sphincsshake192fsimple,all,100000,100,15,0.052225413,0.000141802,0.048788671,0.000059567,0.009071145,0.000116153,0.006026200,0.000032008,0.043154268,0.000183301,0.042762471,0.000067622,10.306062629,0.027070464,8.655257600,0.022652050,1.650805029,0.035297668
sphincsshake192fsimple,all,100000000,100,15,1.467878760,0.000462231,1.463231429,0.000395786,0.060905268,0.000203373,0.057464529,0.000156085,1.406973492,0.000504993,1.405766900,0.000425452,310.573407086,0.048926365,108.758337829,0.044108223,201.815069257,0.065873550
sphincsshake128ssimple,keygen,-,100,15,0.069524386,0.000139301,0.066159600,0.000065426,0.008954809,0.000102652,0.005927486,0.000035944,0.060569577,0.000173038,0.060232114,0.000074649,9.530338743,0.083392853,8.391065600,0.021006311,1.139273143,0.085997866
sphincsshake128ssimple,sign,256,100,15,0.469737764,0.000426433,0.465770186,0.000396101,0.027386023,0.000143394,0.023859057,0.000050764,0.442351741,0.000449897,0.441911129,0.000399341,10.221216914,0.027520951,9.675337143,0.007256647,0.545879771,0.028461582
sphincsshake128ssimple,sign,100000,100,15,0.470819886,0.000404840,0.466799229,0.000372043,0.027491992,0.000180404,0.023925386,0.000045959,0.443327894,0.000443217,0.442873843,0.000374871,10.495356343,0.040798726,9.679550171,0.005620974,0.815806172,0.041184116
sphincsshake128ssimple,sign,100000000,100,15,1.393595442,0.000594771,1.389063600,0.000600106,0.079075838,0.000272476,0.075352857,0.000198457,1.314519604,0.000654214,1.313710743,0.000632070,310.676860343,0.057367891,109.813818514,0.016859318,200.863041829,0.059793909
sphincsshake128ssimple,verify,256,100,15,0.028907949,0.000196783,0.025205257,0.000061035,0.027411519,0.000142299,0.023904871,0.000055915,0.001496430,0.000242843,0.001300386,0.000082775,9.951934171,0.006714914,9.682534400,0.010417148,0.269399771,0.012393831
sphincsshake128ssimple,verify,100000,100,15,0.029407729,0.000130992,0.025751800,0.000050073,0.027496264,0.000153357,0.023985771,0.000045675,0.001911465,0.000201686,0.001766029,0.000067775,10.215716571,0.010161254,9.692189257,0.014063061,0.523527314,0.017349950
sphincsshake128ssimple,verify,100000000,100,15,0.575127273,0.000368499,0.570978700,0.000285826,0.079093711,0.000262921,0.075388657,0.000153314,0.496033562,0.000452680,0.495590043,0.000324348,310.601552457,0.040516452,109.824292571,0.013781633,200.777259886,0.042796218
sphincsshake128ssimple,all,256,100,15,0.512057259,0.000473869,0.508401600,0.000433256,0.009039833,0.000097675,0.005978314,0.000035185,0.503017426,0.000483831,0.502423286,0.000434682,10.043333486,0.006742790,8.642852571,0.003645038,1.400480915,0.007664954
sphincsshake128ssimple,all,100000,100,15,0.513265664,0.000466762,0.509600529,0.000457019,0.009103340,0.000107914,0.006013643,0.000034970,0.504162324,0.000479074,0.503586886,0.000458355,10.339415771,0.007344431,8.647182629,0.013928171,1.692233142,0.015745940
sphincsshake128ssimple,all,100000000,100,15,1.929857557,0.000709793,1.925101414,0.000674988,0.060935267,0.000195352,0.057513543,0.000132912,1.868922290,0.000736185,1.867587871,0.000687949,310.533207771,0.057242874,108.747922286,0.056631006,201.785285485,0.080522155
sphincsshake128fsimple,keygen,-,100,15,0.012169749,0.000107241,0.008961186,0.000048528,0.008971724,0.000114518,0.005928214,0.000031056,0.003198025,0.000156892,0.003032972,0.000057615,9.442274743,0.022985419,8.391475200,0.021270298,1.050799543,0.031317009
sphincsshake128fsimple,sign,256,100,15,0.050814687,0.000202455,0.046802914,0.000064724,0.027414090,0.000186302,0.023858143,0.000050483,0.023400597,0.000275130,0.022944771,0.000082084,10.225137371,0.034121493,9.663224686,0.036021944,0.561912685,0.049617101
sphincsshake128fsimple,sign,100000,100,15,0.051612494,0.000211138,0.047750414,0.000063507,0.027517922,0.000157587,0.023953329,0.000052104,0.024094572,0.000263463,0.023797085,0.000082146,10.485994057,0.037636751,9.678906514,0.005600234,0.807087543,0.038051119
sphincsshake128fsimple,sign,100000000,100,15,0.974644487,0.000461964,0.970085200,0.000390583,0.079059426,0.000215900,0.075324971,0.000156406,0.895585061,0.000509925,0.894760229,0.000420735,310.666503314,0.048306446,109.815866514,0.018889581,200.850636800,0.051868381
sphincsshake128fsimple,verify,256,100,15,0.030042778,0.000165317,0.026287443,0.000059698,0.027460983,0.000138655,0.023968300,0.000050176,0.002581795,0.000215766,0.002319143,0.000077984,9.970190629,0.018488590,9.697806629,0.008314891,0.272384000,0.020272281
sphincsshake128fsimple,verify,100000,100,15,0.030518827,0.000170220,0.026788329,0.000057541,0.027598234,0.000176545,0.024041343,0.000049331,0.002920593,0.000245241,0.002746986,0.000075793,10.225488457,0.005565080,9.701668571,0.006102163,0.523819886,0.008258723
sphincsshake128fsimple,verify,100000000,100,15,0.576167608,0.000407118,0.571965529,0.000340652,0.079182488,0.000224146,0.075434357,0.000146007,0.496985120,0.000464743,0.496531172,0.000370624,310.598685257,0.055527736,109.840384000,0.022453674,200.758301257,0.059895717
sphincsshake128fsimple,all,256,100,15,0.036562849,0.000152610,0.033180529,0.000051349,0.008981382,0.000080457,0.005972600,0.000040746,0.027581467,0.000172520,0.027207929,0.000065551,10.078208000,0.004868977,8.629218743,0.045299192,1.448989257,0.045560111
sphincsshake128fsimple,all,100000,100,15,0.037969894,0.000130206,0.034546186,0.000056985,0.009100716,0.000112279,0.006026986,0.000037938,0.028869178,0.000171931,0.028519200,0.000068459,10.297578057,0.025894918,8.649581714,0.016636465,1.647996343,0.030778544
sphincsshake128fsimple,all,100000000,100,15,1.454926810,0.000532086,1.450300629,0.000522047,0.060826193,0.000183408,0.057438086,0.000128707,1.394100617,0.000562809,1.392862543,0.000537679,310.555209143,0.053493040,108.764364800,0.050674799,201.790844343,0.073684738
sphincssha2256ssimple,keygen,-,100,15,0.042189716,0.000121190,0.038870386,0.000069741,0.008930991,0.000099594,0.005919114,0.000034599,0.033258725,0.000156863,0.032951272,0.000077852,10.021800229,0.066178128,8.388608000,0.019084962,1.633192229,0.068875107
sphincssha2256ssimple,sign,256,100,15,0.429790660,0.000362299,0.425891514,0.000337411,0.027466566,0.000164959,0.023850757,0.000053929,0.402324094,0.000398085,0.402040757,0.000341694,10.311387429,0.101198754,9.669836800,0.014182104,0.641550629,0.102187670
sphincssha2256ssimple,sign,100000,100,15,0.430616181,0.000493077,0.426614700,0.000400068,0.027477854,0.000144469,0.023921643,0.000053147,0.403138327,0.000513806,0.402693057,0.000403583,10.717359543,0.026496391,9.680954514,0.008618484,1.036405029,0.027862825
sphincssha2256ssimple,sign,100000000,100,15,1.008230251,0.000527324,1.003828129,0.000515775,0.079045713,0.000197141,0.075364629,0.000156612,0.929184538,0.000562970,0.928463500,0.000539028,310.897751771,0.030293964,109.820723200,0.025899277,201.077028571,0.039855951
sphincssha2256ssimple,verify,256,100,15,0.030242125,0.000171012,0.026431943,0.000055342,0.027669724,0.000177787,0.024040000,0.000050979,0.002572401,0.000246685,0.002391943,0.000075244,10.224552229,0.035449577,9.711908571,0.010674718,0.512643658,0.037021914
sphincssha2256ssimple,verify,100000,100,15,0.030609146,0.000208001,0.026890957,0.000050591,0.027722396,0.000167855,0.024105657,0.000054134,0.002886750,0.000267282,0.002785300,0.000074094,10.502963200,0.005152841,9.720159086,0.011130160,0.782804114,0.012265082
sphincssha2256ssimple,verify,100000000,100,15,0.404183187,0.000448138,0.400101000,0.000394212,0.079306827,0.000221790,0.075561686,0.000144874,0.324876360,0.000500018,0.324539314,0.000419990,310.687217371,0.043360168,109.855480686,0.014193979,200.831736685,0.045624261
sphincssha2256ssimple,all,256,100,15,0.444708383,0.000289031,0.441230114,0.000278989,0.009050181,0.000085057,0.005971329,0.000036839,0.435658202,0.000301287,0.435258785,0.000281411,10.293716114,0.049253518,8.643496229,0.001732380,1.650219885,0.049283975
sphincssha2256ssimple,all,100000,100,15,0.445646258,0.000416170,0.442120571,0.000379302,0.009038299,0.000103583,0.006023729,0.000031792,0.436607959,0.000428867,0.436096842,0.000380632,10.641349486,0.015786807,8.653677714,0.021222151,1.987671772,0.026450009
sphincssha2256ssimple,all,100000000,100,15,1.343561279,0.000625365,1.339106843,0.000628556,0.060841729,0.000186059,0.057392229,0.000163557,1.282719550,0.000652456,1.281714614,0.000649487,310.928003657,0.052683974,108.773902629,0.047649537,202.154101028,0.071035762
sphincssha2256fsimple,keygen,-,100,15,0.013425199,0.000119982,0.010250329,0.000041669,0.008899137,0.000090382,0.005905371,0.000031741,0.004526062,0.000150215,0.004344958,0.000052381,9.981952000,0.033480032,8.388725029,0.019084598,1.593226971,0.038537442
sphincssha2256fsimple,sign,256,100,15,0.070138914,0.000246883,0.066273100,0.000083085,0.027415495,0.000181209,0.023843686,0.000050050,0.042723419,0.000306248,0.042429414,0.000096995,10.462880914,0.012027869,9.674342400,0.007863368,0.788538514,0.014370184
sphincssha2256fsimple,sign,100000,100,15,0.070660895,0.000175164,0.066840586,0.000068704,0.027480438,0.000167500,0.023927786,0.000053658,0.043180457,0.000242361,0.042912800,0.000087175,10.735264914,0.020812611,9.679608686,0.005591544,1.055656228,0.021550641
sphincssha2256fsimple,sign,100000000,100,15,0.648389327,0.000524198,0.644296386,0.000492715,0.079039951,0.000212461,0.075315857,0.000162664,0.569349376,0.000565618,0.568980529,0.000518872,310.909045029,0.039985075,109.819552914,0.018731235,201.089492115,0.044155015
sphincssha2256fsimple,verify,256,100,15,0.031043873,0.000172058,0.027200557,0.000061967,0.027828008,0.000156346,0.024198800,0.000054716,0.003215865,0.000232482,0.003001757,0.000082666,10.250591086,0.041323424,9.744852114,0.006672101,0.505738972,0.041858599
sphincssha2256fsimple,verify,100000,100,15,0.031377197,0.000186359,0.027584343,0.000061443,0.027875925,0.000131422,0.024244014,0.000059261,0.003501272,0.000228038,0.003340329,0.000085365,10.516597029,0.033090835,9.746607543,0.007402609,0.769989486,0.033908730
sphincssha2256fsimple,verify,100000000,100,15,0.404950087,0.000308679,0.400790414,0.000278867,0.079446776,0.000221516,0.075709814,0.000170011,0.325503311,0.000379937,0.325080600,0.000326605,310.735784229,0.056058263,109.899951543,0.027493928,200.835832686,0.062437528
sphincssha2256fsimple,all,256,100,15,0.056839903,0.000146261,0.053480986,0.000072487,0.009022860,0.000080902,0.005967943,0.000040571,0.047817043,0.000167145,0.047513043,0.000083068,10.436315429,0.005721726,8.640453486,0.007819735,1.795861943,0.009689500
sphincssha2256fsimple,all,100000,100,15,0.057734024,0.000158448,0.054386629,0.000076059,0.009052902,0.000096551,0.006025643,0.000036992,0.048681122,0.000185547,0.048360986,0.000084578,10.691964343,0.006574555,8.651454171,0.019337730,2.040510172,0.020424803
sphincssha2256fsimple,all,100000000,100,15,0.956038017,0.000493474,0.951623057,0.000452292,0.060943085,0.000240236,0.057508186,0.000159679,0.895094932,0.000548844,0.894114871,0.000479651,310.937775543,0.051837433,108.766061714,0.046950273,202.171713829,0.069938885
sphincssha2192ssimple,keygen,-,100,15,0.057581674,0.000101825,0.054286457,0.000057227,0.008918890,0.000096297,0.005922143,0.000040482,0.048662784,0.000140148,0.048364314,0.000070098,10.011969829,0.062004207,8.396624457,0.025340141,1.615345372,0.066982419
sphincssha2192ssimple,sign,256,100,15,0.475877439,0.000334457,0.471890129,0.000313195,0.027371371,0.000143673,0.023840929,0.000061745,0.448506068,0.000364010,0.448049200,0.000319223,10.291960686,0.099829506,9.673523200,0.011011718,0.618437486,0.100434995
sphincssha2192ssimple,sign,100000,100,15,0.476470152,0.000397703,0.472540600,0.000334641,0.027444072,0.000171666,0.023918043,0.000041618,0.449026080,0.000433171,0.448622557,0.000337219,10.719817143,0.017128208,9.680778971,0.003865192,1.039038172,0.017558907
sphincssha2192ssimple,sign,100000000,100,15,1.055256011,0.000474937,1.050786414,0.000488773,0.078989841,0.000189238,0.075243300,0.000148424,0.976266170,0.000511250,0.975543114,0.000510812,310.908108800,0.037807334,109.821132800,0.024082291,201.086976000,0.044825788
sphincssha2192ssimple,verify,256,100,15,0.029826655,0.000169739,0.026133800,0.000058739,0.027523254,0.000165695,0.023955086,0.000051474,0.002303401,0.000237205,0.002178714,0.000078101,10.217706057,0.012964617,9.694178743,0.018445987,0.523527314,0.022546302
sphincssha2192ssimple,verify,100000,100,15,0.030251121,0.000174730,0.026533014,0.000053801,0.027576008,0.000127330,0.024022771,0.000060521,0.002675113,0.000216202,0.002510243,0.000080977,10.473062400,0.029048179,9.699913143,0.004945073,0.773149257,0.029466090
sphincssha2192ssimple,verify,100000000,100,15,0.404376708,0.000336803,0.400241129,0.000313510,0.079104421,0.000236432,0.075357486,0.000172956,0.325272287,0.000411505,0.324883643,0.000358053,310.662290286,0.037235729,109.837282743,0.023716909,200.825007543,0.044147381
sphincssha2192ssimple,all,256,100,15,0.505787899,0.000339258,0.502290757,0.000315602,0.009000830,0.000100500,0.005962757,0.000038179,0.496787069,0.000353831,0.496328000,0.000317903,10.255857371,0.004294304,8.643145143,0.001443650,1.612712228,0.004530472
sphincssha2192ssimple,all,100000,100,15,0.506769841,0.000361807,0.503271300,0.000341081,0.009036882,0.000099129,0.006012300,0.000030756,0.497732959,0.000375141,0.497259000,0.000342465,10.616305371,0.004976233,8.658475886,0.024412635,1.957829485,0.024914647
sphincssha2192ssimple,all,100000000,100,15,1.406622179,0.000802148,1.402102357,0.000785954,0.060933369,0.000162569,0.057456614,0.000122986,1.345688810,0.000818456,1.344645743,0.000795518,310.909864229,0.043353158,108.757928229,0.056559166,202.151936000,0.071263143
sphincssha2192fsimple,keygen,-,100,15,0.012324149,0.000123682,0.009062957,0.000049052,0.008887536,0.000079630,0.005910614,0.000036289,0.003436613,0.000147099,0.003152343,0.000061016,9.966211657,0.022764325,8.391241143,0.021300978,1.574970514,0.031176051
sphincssha2192fsimple,sign,256,100,15,0.049083471,0.000179361,0.045237086,0.000059565,0.027467217,0.000145119,0.023840286,0.000055914,0.021616254,0.000230716,0.021396800,0.000081697,10.291317029,0.096253718,9.671709257,0.013188676,0.619607772,0.097153072
sphincssha2192fsimple,sign,100000,100,15,0.049724581,0.000168806,0.045845657,0.000066854,0.027435590,0.000131665,0.023915629,0.000053607,0.022288991,0.000214082,0.021930028,0.000085692,10.724205714,0.012988173,9.679140571,0.005460803,1.045065143,0.014089464
sphincssha2192fsimple,sign,100000000,100,15,0.628726641,0.000449501,0.624605586,0.000435511,0.079075425,0.000218353,0.075297857,0.000145463,0.549651216,0.000499729,0.549307729,0.000459162,310.896113371,0.031405285,109.822069029,0.027079893,201.074044342,0.041468211
sphincssha2192fsimple,verify,256,100,15,0.030790028,0.000169759,0.027068671,0.000067314,0.027649548,0.000152938,0.024059771,0.000048496,0.003140480,0.000228491,0.003008900,0.000082964,10.243276800,0.019206880,9.724372114,0.004808316,0.518904686,0.019799600
sphincssha2192fsimple,verify,100000,100,15,0.031181437,0.000179501,0.027462929,0.000057617,0.027773048,0.000167151,0.024149586,0.000056070,0.003408389,0.000245275,0.003313343,0.000080396,10.503723886,0.017986921,9.726069029,0.005522788,0.777654857,0.018815699
sphincssha2192fsimple,verify,100000000,100,15,0.405350820,0.000384622,0.401218829,0.000318948,0.079289731,0.000244052,0.075572443,0.000165335,0.326061089,0.000455517,0.325646386,0.000359254,310.675221943,0.025003992,109.859752229,0.013614778,200.815469714,0.028470367
sphincssha2192fsimple,all,256,100,15,0.034669704,0.000163622,0.031319629,0.000046223,0.009095043,0.000091546,0.005961643,0.000038174,0.025574661,0.000187491,0.025357986,0.000059948,10.421160229,0.008344082,8.642501486,0.001634367,1.778658743,0.008502638
sphincssha2192fsimple,all,100000,100,15,0.035574069,0.000120485,0.032181957,0.000051154,0.009063746,0.000115540,0.006021386,0.000033846,0.026510323,0.000166932,0.026160571,0.000061337,10.657557943,0.021627790,8.647241143,0.012995526,2.010316800,0.025231825
sphincssha2192fsimple,all,100000000,100,15,0.935724316,0.000522056,0.931399271,0.000515315,0.060919793,0.000183052,0.057450714,0.000149247,0.874804523,0.000553218,0.873948557,0.000536493,310.933445486,0.045165110,108.740608000,0.050873057,202.192837486,0.068029075
sphincssha2128ssimple,keygen,-,100,15,0.042732548,0.000130866,0.039418114,0.000057747,0.008972175,0.000093611,0.005916400,0.000038342,0.033760373,0.000160900,0.033501714,0.000069317,9.745612800,0.052678039,8.388081371,0.017900585,1.357531429,0.055636380
sphincssha2128ssimple,sign,256,100,15,0.266235078,0.000268920,0.262408043,0.000176555,0.027450290,0.000157873,0.023838100,0.000047711,0.238784788,0.000311836,0.238569943,0.000182888,10.002549029,0.079687143,9.677092571,0.004860051,0.325456458,0.079835211
sphincssha2128ssimple,sign,100000,100,15,0.266919469,0.000270570,0.262975443,0.000219712,0.027491765,0.000173049,0.023942914,0.000044444,0.239427704,0.000321176,0.239032529,0.000224162,10.385700571,0.075218661,9.682124800,0.011989543,0.703575771,0.076168209
sphincssha2128ssimple,sign,100000000,100,15,0.613397722,0.000417095,0.609335371,0.000414128,0.078996572,0.000214957,0.075280514,0.000152163,0.534401150,0.000469228,0.534054857,0.000441198,310.623319771,0.022229717,109.813642971,0.026231567,200.809676800,0.034383941
